,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
76,2759886,2760099,2759104,2760131,2759157,2759314,2759294,2759722,2759627,2759852,2760131,2758946,2759315,2759009,2758917,2759278,2759628,2759388,2759351,2759814,2759018,2759507,2759882,2759514,2759259,2759248,2759266,2759451,2759948,2759993
77,2758977,2760018,2759375,2759396,2759905,2759456,2759019,2759540,2759367,2759882,2759764,2759568,2759020,2759242,2758916,2759362,2759028,2758982,2759576,2759035,2759428,2759688,2759456,2759462,2758952,2758959,2759227,2759585,2759496,2759930
78,2759465,2759986,2759344,2759641,2759620,2759909,2759813,2759152,2759133,2759022,2759228,2759303,2760032,2759891,2759182,2759942,2759261,2759361,2760099,2759948,2759828,2759373,2759183,2759488,2760081,2759886,2759412,2759886,2760121,2759387
79,2759536,2759590,2759034,2759038,2759360,2759848,2759371,2759754,2760007,2759376,2759768,2759100,2759874,2760016,2759135,2759708,2759803,2759218,2760106,2760052,2759250,2759927,2759794,2759627,2759430,2758958,2759824,2759762,2759102,2759861
80,2759038,2759427,2758944,2759012,2760012,2759034,2759505,2759412,2759619,2760100,2759412,2760132,2759822,2759219,2759300,2759077,2759139,2759457,2759382,2759681,2759891,2759010,2759485,2758973,2759422,2758979,2759273,2759156,2759572,2759340
81,2759674,2759858,2759506,2759252,2759095,2759648,2759730,2759297,2759576,2759431,2759394,2759078,2759130,2760125,2758971,2759265,2759691,2760039,2759146,2759986,2759735,2759949,2758980,2759636,2759423,2759559,2759864,2759193,2759778,2759586
82,2759952,2759761,2759265,2759582,2758929,2759255,2759410,2759031,2759688,2759606,2760053,2759954,2759606,2759416,2759024,2759033,2759616,2759387,2760007,2759281,2759748,2759602,2760143,2759678,2759297,2759303,2759296,2760007,2759322,2759354
83,2760053,2759744,2760112,2759013,2759163,2759081,2760078,2759228,2759422,2759158,2759894,2760026,2759296,2759281,2759875,2759024,2760125,2759019,2759543,2759305,2759212,2759339,2759200,2759250,2759971,2759600,2759714,2758920,2759641,2759242
84,2759058,2759185,2759000,2759186,2759648,2759671,2760094,2759607,2759628,2759946,2759137,2759774,2760044,2759036,2758982,2759279,2759321,2759156,2759735,2759646,2759249,2759656,2759910,2759662,2759987,2759250,2759931,2759186,2759894,2759696
85,2759148,2759236,2759139,2758963,2759162,2759642,2759762,2759751,2760079,2759865,2759277,2758954,2759180,2759835,2759428,2759625,2759332,2759368,2759541,2758996,2759873,2759539,2759126,2758999,2759491,2759714,2759836,2759792,2759813,2759466
86,2759530,2759103,2759682,2759947,2759585,2759636,2759156,2760019,2760041,2759874,2760052,2759671,2759598,2759010,2760022,2759911,2760123,2759076,2759017,2759484,2759027,2759348,2759741,2759805,2759417,2759414,2759895,2759474,2759165,2759320
87,2759641,2759314,2759083,2760132,2759805,2759875,2760029,2759225,2759233,2759195,2759281,2759548,2759546,2759862,2759767,2759644,2759413,2759608,2759930,2759251,2759457,2759556,2758992,2759616,2759065,2758931,2759839,2759328,2759593,2759767
88,2759817,2760060,2759595,2759312,2758976,2759965,2759046,2759027,2759599,2759033,2759196,2759974,2759240,2759796,2759336,2759987,2759060,2759168,2759227,2759138,2759756,2759937,2759175,2759238,2759124,2759427,2759384,2759208,2760100,2759687
89,2758999,2759339,2759045,2759107,2758955,2759569,2759968,2759049,2759986,2759710,2759589,2759822,2759302,2758960,2758915,2759083,2759755,2759828,2760056,2759572,2759332,2759255,2758982,2759347,2759933,2759050,2759006,2760077,2759599,2759711
90,2759699,2759534,2759018,2758992,2760053,2759651,2759684,2758936,2759209,2759214,2760100,2759217,2759823,2759879,2759769,2759477,2759193,2759260,2759200,2759757,2759696,2759268,2760070,2759427,2759017,2759188,2759194,2759408,2759500,2759637
91,2759828,2759813,2759594,2759507,2759211,2759218,2759501,2759846,2759561,2759139,2759693,2759378,2759272,2759198,2759699,2759036,2758961,2759317,2758920,2759419,2759500,2759094,2759272,2759157,2758914,2760093,2759213,2759252,2759391,2759006
92,2759340,2759956,2759814,2759546,2760032,2759947,2759053,2759834,2759095,2759123,2759217,2759171,2759109,2759294,2759627,2759343,2759182,2760070,2759927,2760046,2759022,2759582,2758952,2759808,2759748,2759149,2759862,2759345,2759118,2758991
93,2758916,2760068,2759339,2760118,2759176,2759103,2759607,2759146,2759461,2759540,2760104,2759456,2759849,2759295,2759657,2759242,2759203,2759466,2760089,2759522,2759919,2759509,2760003,2759436,2759776,2759841,2759388,2759401,2759660,2759438
94,2760122,2759110,2759123,2760009,2759570,2759818,2759602,2759173,2759207,2759250,2759248,2759500,2759780,2759433,2759249,2759126,2759003,2758990,2759450,2760098,2759701,2759320,2759015,2760022,2759818,2759342,2759238,2759916,2759808,2760007
95,2759322,2759559,2759726,2759738,2759153,2759882,2759353,2760129,2759279,2758971,2759284,2759607,2759718,2759785,2759946,2760143,2758974,2759389,2759344,2759553,2759215,2759708,2759369,2759911,2759022,2759460,2760100,2759004,2759207,2760012
96,2759819,2760140,2759586,2759047,2759219,2760032,2759383,2759495,2759777,2758949,2759149,2760038,2759292,2760100,2758992,2759295,2759124,2758998,2759088,2760136,2759233,2759163,2760013,2759501,2759193,2759395,2759166,2759144,2758995,2759013
97,2759358,2759203,2759645,2759055,2760128,2759401,2759455,2759028,2759336,2759242,2759093,2759864,2759123,2759916,2759114,2759624,2759387,2760140,2759198,2759777,2759227,2759891,2759316,2759180,2759711,2759671,2759617,2760034,2759506,2759419
98,2759277,2759697,2759691,2759077,2759343,2759466,2760016,2759282,2759660,2760028,2759114,2758998,2759496,2759643,2759125,2759528,2759816,2759123,2759230,2759691,2759154,2760037,2759984,2760111,2759216,2759771,2759580,2759748,2760094,2759882
99,2759564,2760124,2759877,2759955,2759358,2759531,2759593,2759782,2759465,2759329,2759873,2760013,2758930,2759270,2759355,2759769,2759547,2759348,2759436,2759049,2759776,2759166,2759711,2760032,2760001,2759083,2759623,2759552,2760078,2759648
100,2760096,2758960,2759426,2759265,2758985,2759020,2759678,2759370,2759533,2759785,2759361,2759981,2759391,2759031,2759282,2759432,2759624,2759998,2759816,2759299,2759156,2758976,2759299,2759245,2759510,2758921,2759391,2759735,2760079,2759656
101,2759990,2759752,2759009,2759373,2758964,2760136,2759094,2759250,2759755,2759795,2759780,2759926,2759817,2759952,2759648,2759102,2760063,2759944,2759303,2760053,2759539,2760092,2759752,2759531,2759413,2759921,2760120,2759766,2760027,2759516
102,2759109,2759271,2759161,2759206,2760059,2759797,2759355,2759516,2759596,2760085,2760054,2760137,2759552,2759357,2760037,2759427,2759085,2759694,2759260,2759211,2759663,2758952,2760002,2759818,2759226,2758990,2759780,2760135,2759491,2759890
103,2759309,2759196,2759703,2759349,2759372,2759598,2759047,2759464,2759484,2759913,2759673,2760129,2759427,2759245,2759978,2759208,2758928,2759112,2759185,2759653,2759692,2759843,2759775,2759755,2759931,2759320,2759346,2760078,2759238,2759238
104,2759239,2758990,2759280,2759010,2759752,2759217,2759399,2759108,2759267,2759135,2758996,2759046,2759529,2760132,2759539,2759631,2759206,2759353,2759770,2759879,2760053,2759864,2759070,2760069,2759820,2760045,2759154,2759134,2759154,2759464
105,2760099,2759195,2759805,2759464,2759249,2759380,2759038,2759884,2759935,2759046,2759969,2759808,2759212,2759908,2759511,2759144,2759698,2759881,2759367,2759235,2759369,2759453,2759283,2760131,2759349,2759828,2759979,2760133,2759686,2759222
106,2759505,2759757,2759819,2759078,2758989,2759273,2759663,2759637,2759848,2759218,2759164,2759789,2759796,2759539,2759154,2759378,2759274,2760080,2759619,2759545,2759164,2759681,2760114,2759423,2759330,2760044,2759426,2758939,2759886,2759446
107,2759540,2759065,2759662,2759207,2759909,2759782,2759687,2759391,2759871,2759515,2759524,2759883,2759691,2759500,2758921,2759160,2759396,2759081,2760090,2759833,2759073,2759514,2760040,2759329,2759800,2760042,2759272,2759829,2758985,2759421
108,2759518,2759836,2758924,2759339,2759698,2760056,2759454,2759445,2759148,2759596,2759055,2759622,2759952,2760007,2759270,2760063,2759785,2759914,2760021,2758930,2759594,2759526,2759944,2759209,2759651,2759453,2759919,2759372,2759734,2759357
109,2759686,2759469,2759792,2758943,2759490,2759050,2760124,2759485,2759107,2759939,2759723,2759407,2759650,2760054,2759267,2759200,2758986,2758924,2759368,2759568,2759781,2759618,2759460,2759946,2759543,2758951,2759414,2759839,2759225,2759353
110,2759022,2759586,2759293,2759776,2759990,2759238,2759536,2758928,2759637,2759755,2759645,2759490,2760089,2759732,2759656,2759376,2759407,2759053,2760084,2758962,2759433,2759081,2758974,2759562,2759105,2759278,2759849,2759373,2759146,2759107
111,2759853,2759859,2759529,2759188,2759042,2759643,2759624,2759231,2759603,2759574,2759968,2759516,2759510,2759155,2759925,2758937,2759058,2759797,2759396,2759140,2759977,2759155,2758916,2759104,2759953,2759209,2759586,2759732,2759681,2760093
112,2759946,2759769,2759558,2760063,2760091,2759697,2759913,2759298,2759257,2759387,2759186,2759501,2759974,2759255,2759779,2759693,2759527,2759195,2760109,2759077,2759668,2759122,2759230,2759353,2759606,2759697,2758932,2759522,2759953,2759980
