,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
32,2759708,2759318,2759351,2759835,2759230,2758989,2758959,2759106,2759396,2759305,2759272,2759261,2759547,2759168,2759636,2759589,2758941,2759053,2759977,2758944,2759114,2759251,2759368,2760109,2760033,2759455,2759671,2759127,2759294,2759053
33,2759103,2759951,2759858,2759663,2759897,2759425,2759083,2759389,2759248,2759384,2759992,2759477,2759015,2759944,2759916,2759799,2759104,2759307,2759603,2759988,2758937,2760099,2759694,2759522,2759935,2759235,2759314,2758960,2759545,2759853
34,2759833,2759521,2759752,2759492,2759727,2759767,2759140,2759814,2760113,2758922,2759426,2759531,2759572,2759545,2759343,2759706,2759490,2759161,2759193,2759197,2759584,2758982,2759697,2759436,2759959,2759142,2759768,2759480,2760101,2759221
35,2759423,2759458,2759106,2760045,2759429,2759653,2759461,2759061,2759480,2759895,2759638,2759933,2759221,2759643,2760132,2759718,2759380,2759490,2759126,2760084,2759792,2759462,2760094,2759480,2759350,2759454,2759571,2759286,2759754,2759855
36,2759718,2759031,2759283,2759221,2759577,2760038,2760034,2759654,2759283,2759124,2759617,2759332,2759556,2759584,2760087,2758977,2759967,2759359,2760068,2759069,2759690,2759277,2760090,2759851,2759321,2759219,2759687,2759162,2759209,2760041
37,2758969,2759547,2759096,2759299,2759725,2759280,2760131,2759641,2759003,2759055,2759727,2759631,2759366,2760087,2759826,2760056,2759742,2760026,2759851,2759883,2759415,2759875,2758946,2759569,2759796,2759679,2759725,2759540,2760120,2759618
38,2759038,2759939,2759441,2759443,2759629,2760039,2759629,2760101,2759510,2759818,2759688,2759466,2759067,2759283,2759606,2760131,2759855,2759137,2759692,2760133,2759937,2760041,2760013,2759983,2760111,2759607,2760047,2759053,2759974,2759453
39,2759142,2759628,2759319,2759747,2758982,2759428,2759966,2758991,2759511,2759238,2759255,2759451,2759013,2759536,2759569,2759851,2760084,2759673,2759857,2759169,2760005,2759716,2759771,2760065,2760052,2759600,2759096,2759951,2759391,2758978
40,2759433,2759857,2759203,2760013,2759763,2759117,2759813,2759875,2758957,2759139,2759961,2759710,2759970,2760124,2759978,2759772,2759172,2759648,2760071,2760008,2760078,2759280,2759624,2759257,2759577,2759355,2759823,2759754,2759764,2759747
41,2759890,2759497,2760026,2759722,2759058,2759870,2759823,2759987,2759039,2759106,2759530,2759891,2759391,2759987,2758960,2760143,2759004,2759049,2759036,2759208,2759767,2760121,2759606,2759800,2759849,2759022,2759197,2759738,2759018,2759093
42,2759167,2759873,2759074,2758945,2759353,2759278,2760051,2758957,2759979,2759451,2759776,2759039,2759638,2759800,2758953,2759499,2759271,2759039,2759490,2759053,2759911,2759915,2759320,2759970,2759087,2759730,2759706,2759046,2760068,2759653
43,2760121,2759518,2759389,2759171,2759050,2759722,2759567,2760044,2759469,2759126,2759099,2759901,2759951,2759086,2760040,2759722,2759496,2759629,2758954,2759562,2760100,2759870,2760034,2759175,2759282,2759789,2759478,2759885,2759490,2760088
44,2759000,2759900,2760084,2759898,2760066,2760045,2759018,2758998,2759898,2759078,2759855,2759670,2759894,2759385,2759947,2759694,2759137,2758931,2759061,2759020,2759707,2759670,2759578,2760077,2758930,2759742,2759054,2759232,2760004,2759384
45,2759898,2759849,2759197,2759710,2759782,2759647,2760118,2759492,2759012,2759556,2759206,2758940,2759329,2758974,2758929,2759172,2759939,2759686,2759647,2759081,2759320,2759781,2760091,2758996,2759018,2759799,2759323,2758916,2759645,2759998
46,2758944,2759166,2759779,2759748,2759922,2759183,2759697,2759114,2759277,2759390,2759033,2760042,2759277,2759196,2759873,2759662,2759206,2759284,2759047,2759839,2759695,2759778,2759813,2759078,2759139,2759384,2759775,2759028,2760002,2759775
47,2759289,2759868,2759891,2759717,2759567,2759436,2760085,2760042,2759321,2759687,2759968,2759238,2759620,2759961,2758959,2759123,2759799,2759018,2759742,2759441,2759201,2760098,2759072,2759314,2760000,2759473,2759284,2760038,2759563,2758974
48,2759370,2759138,2759968,2759618,2759981,2759900,2759162,2759469,2759716,2759045,2760062,2759454,2758916,2759455,2759338,2760022,2759961,2759112,2759570,2760088,2759909,2759750,2759750,2759432,2759657,2759864,2758960,2759242,2759539,2759772
49,2759456,2759639,2759756,2760052,2759245,2758940,2759423,2758995,2759534,2759316,2759817,2759578,2759218,2759497,2759921,2759868,2759356,2759354,2759165,2759657,2759917,2759586,2759307,2759086,2759561,2759130,2759215,2759283,2759455,2759202
50,2759903,2759755,2759415,2759480,2759752,2759566,2759761,2759564,2759890,2759072,2759432,2760000,2759616,2759015,2759449,2759763,2759091,2759173,2759782,2759813,2759727,2759536,2759726,2759857,2759465,2759872,2759338,2759460,2759794,2759635
51,2759882,2760114,2759311,2759255,2759562,2760052,2759634,2759980,2758949,2759211,2759797,2759772,2759312,2759462,2759578,2760129,2759916,2759360,2759017,2759974,2759233,2759385,2759762,2759895,2759399,2759818,2759082,2760087,2759917,2759260
52,2759951,2759230,2759376,2760044,2759437,2759348,2759914,2760045,2759808,2758989,2759238,2759517,2759117,2759028,2759164,2759769,2759034,2760016,2759646,2759564,2759489,2759594,2759702,2759671,2760123,2760141,2759134,2759820,2759134,2759971
53,2759946,2758921,2759148,2759114,2758946,2759974,2759714,2759942,2759584,2759412,2759122,2760124,2759381,2759843,2759316,2759453,2759045,2760068,2758982,2759378,2759827,2759628,2759895,2759985,2759307,2759816,2759480,2760104,2759062,2759649
54,2759710,2759970,2760113,2759416,2759022,2759690,2759992,2759501,2758944,2759657,2759988,2759496,2758985,2759386,2759627,2759901,2759240,2759268,2759238,2759947,2759097,2758986,2759460,2759302,2759421,2759948,2759061,2760068,2759699,2758923
55,2759093,2759489,2759569,2759645,2759904,2759923,2759518,2760013,2759705,2758945,2759114,2759587,2759069,2759096,2759074,2759257,2759726,2760143,2759232,2759682,2759259,2759921,2760029,2759590,2759586,2759293,2759670,2759218,2759036,2759792
56,2759990,2759961,2759202,2759497,2760114,2759491,2759108,2759937,2758935,2759617,2759547,2759957,2760050,2759154,2758920,2759914,2759186,2759988,2759859,2760042,2759146,2759196,2759050,2759240,2759386,2759891,2759105,2758928,2759651,2759219
57,2758978,2759492,2758990,2759235,2759907,2759776,2759208,2758990,2760143,2758982,2758985,2759917,2760069,2759474,2759028,2759977,2759536,2760079,2759617,2759507,2758923,2759349,2759116,2759340,2760032,2760123,2759713,2760049,2759478,2759450
58,2759368,2758976,2759456,2759948,2758981,2759135,2759408,2759068,2759988,2760002,2758974,2759452,2759900,2760021,2759303,2759695,2759921,2759730,2759853,2759479,2759227,2758923,2759865,2758953,2759824,2759361,2759627,2759865,2759657,2759355
59,2759072,2758922,2759440,2759139,2759166,2759416,2759886,2759165,2759582,2759010,2759957,2759314,2759522,2759568,2758951,2759073,2759638,2759620,2759877,2758999,2759861,2758971,2758920,2759155,2759833,2759908,2759602,2758923,2759321,2759154
60,2760079,2760129,2759509,2759578,2760043,2759307,2759908,2760006,2759756,2759336,2759133,2758980,2759523,2759697,2759571,2759526,2759431,2759646,2760092,2759789,2759116,2759826,2759127,2759388,2759652,2758976,2759166,2759904,2759383,2759160
61,2759428,2759135,2759490,2759100,2758976,2759370,2759781,2759139,2759541,2759581,2759858,2759360,2759789,2759116,2760013,2759884,2759318,2759022,2759145,2760109,2759683,2759858,2759818,2759603,2759590,2759603,2759185,2759465,2760009,2759988
62,2759518,2758920,2760063,2759654,2758973,2759872,2759009,2759135,2759813,2760125,2759980,2759671,2759762,2759651,2759091,2759382,2758914,2759136,2760005,2759930,2758951,2759238,2759873,2759663,2759275,2759635,2759140,2758990,2760013,2759161
63,2759510,2759567,2759662,2759422,2759081,2759827,2759465,2759581,2759707,2759776,2759158,2759108,2760092,2759820,2759543,2759072,2759543,2759644,2759693,2759762,2759563,2758920,2759839,2759137,2759451,2760094,2759679,2759500,2759837,2759195
64,2759419,2759091,2759155,2759630,2759915,2759901,2759824,2759797,2759172,2759303,2759047,2759373,2759777,2759452,2758947,2758951,2758949,2759837,2758978,2759967,2759230,2759367,2760032,2759641,2760090,2758964,2759893,2760033,2760076,2760064
65,2759396,2759748,2759044,2759350,2759027,2759511,2759936,2759510,2758930,2759484,2760111,2759970,2759196,2759309,2759142,2759556,2759703,2759385,2759088,2759750,2759868,2759999,2759669,2759429,2759291,2759238,2759182,2759637,2759637,2759236
66,2759309,2760018,2759961,2759797,2759431,2759657,2759294,2760141,2759123,2759345,2759769,2760114,2759665,2759523,2759649,2759022,2759761,2758941,2759584,2759004,2759175,2759104,2759658,2759296,2759779,2759877,2759918,2759636,2760114,2759473
67,2759772,2759457,2759463,2759602,2760133,2760136,2759988,2759380,2759250,2759273,2759108,2759662,2759399,2759343,2759194,2759569,2759194,2759098,2760043,2758937,2759539,2759103,2760077,2759081,2759462,2759208,2759081,2759972,2759966,2759566
68,2759646,2759797,2759201,2759679,2759705,2759046,2758994,2759316,2759552,2760047,2759269,2759651,2759275,2759270,2759062,2759160,2760025,2759164,2759531,2759997,2759467,2759278,2759607,2759018,2759453,2759011,2759014,2759196,2759817,2759387
69,2759441,2759160,2760132,2758924,2759546,2759529,2759771,2759874,2760134,2759069,2759016,2759500,2759851,2759678,2759083,2759317,2759531,2759930,2759769,2759239,2759130,2759779,2759107,2759550,2759050,2759741,2759968,2759082,2759603,2759148
70,2759361,2759499,2759172,2759882,2759986,2760091,2760134,2759158,2759914,2759323,2759164,2759284,2759541,2759235,2759160,2759682,2759017,2759979,2759286,2759381,2758989,2759225,2759097,2760087,2759656,2759354,2759802,2759373,2759911,2758920
71,2759534,2759294,2759997,2759289,2759754,2759484,2760006,2759396,2759905,2759452,2759686,2759491,2759670,2759796,2760044,2760003,2760021,2759594,2758921,2759517,2760081,2760059,2758998,2759623,2759466,2759240,2759947,2759866,2759674,2758965
72,2759615,2759311,2759572,2759870,2760019,2759463,2759257,2758985,2759947,2759898,2759897,2759781,2759074,2759033,2759296,2760076,2759833,2759501,2759408,2759795,2759081,2759641,2759328,2759745,2759242,2760050,2760088,2759296,2759814,2759882
73,2759757,2759852,2759390,2759589,2759724,2759065,2759378,2759303,2759435,2759376,2759782,2759422,2759562,2759003,2760019,2759701,2759410,2759901,2759048,2759541,2759705,2759207,2759289,2759208,2758945,2759236,2759296,2759497,2759064,2759726
74,2759511,2759775,2759978,2759432,2759718,2759099,2759086,2759211,2759622,2758999,2759839,2759915,2759641,2759203,2759824,2759717,2760005,2759590,2760069,2759958,2759968,2760021,2759900,2759180,2758982,2760088,2759641,2759882,2759091,2759332
75,2759346,2759997,2759302,2759094,2759870,2760000,2759606,2759031,2759658,2759658,2759885,2759197,2759118,2759630,2759562,2759232,2758976,2759417,2759761,2759321,2759017,2759039,2759283,2759366,2759553,2759516,2759645,2759641,2759816,2759410
76,2759137,2759935,2759717,2759894,2758915,2759814,2759717,2759383,2760031,2759670,2758973,2759922,2760114,2759126,2759270,2759576,2759654,2759941,2759993,2759024,2758981,2759741,2759302,2759207,2759404,2759086,2760096,2759827,2759171,2759803
77,2760034,2759394,2759353,2759725,2759217,2759864,2759458,2759859,2758915,2759432,2759233,2759679,2759884,2758989,2759152,2759689,2759527,2759062,2758970,2759966,2759344,2759275,2759627,2759921,2759708,2759957,2759572,2759452,2759755,2759637
78,2759348,2759429,2759412,2760114,2759730,2760134,2759406,2759795,2759128,2759970,2759507,2759707,2759692,2758928,2758944,2759983,2759397,2758980,2760050,2759921,2759260,2759894,2759123,2760066,2759757,2759254,2760070,2759300,2759967,2759145
79,2759526,2758944,2759669,2758989,2760112,2759793,2759890,2760033,2759191,2759034,2759751,2758928,2759158,2758923,2759981,2759874,2759556,2759492,2759155,2759382,2759734,2759599,2759162,2759309,2758983,2760038,2759777,2760025,2758965,2759107
80,2758929,2759781,2759987,2759895,2759772,2759096,2759971,2759390,2759835,2759446,2759916,2759126,2759115,2760054,2759203,2759301,2759489,2759408,2759911,2760099,2759849,2759282,2758983,2760049,2759332,2759206,2759711,2759654,2758930,2760114
81,2759119,2759529,2758922,2760073,2759795,2759072,2759762,2759917,2759390,2759935,2759431,2759489,2760136,2759530,2759593,2759755,2759454,2759091,2759901,2759868,2759984,2759593,2759305,2759507,2759182,2759152,2759873,2758996,2759161,2759323
82,2759650,2759416,2759299,2759435,2760123,2760044,2759230,2759571,2759939,2760099,2759054,2758974,2759183,2759705,2759754,2759646,2760047,2760063,2759707,2759688,2759653,2759058,2758942,2759425,2759855,2759868,2759897,2759744,2759078,2759674
83,2759909,2760005,2759082,2759074,2759243,2758951,2759864,2759494,2759687,2759510,2759380,2759227,2759031,2759115,2759848,2759979,2759251,2759329,2759596,2758953,2759024,2759493,2759701,2759312,2760071,2760068,2759086,2758983,2759449,2759905
84,2758946,2760140,2759774,2759461,2759946,2759886,2759522,2759385,2759067,2759314,2760046,2759965,2759355,2760096,2759917,2759555,2759620,2760062,2759288,2759260,2759654,2759820,2759452,2758972,2759436,2760062,2758971,2759649,2759086,2759018
85,2759259,2759794,2759716,2758936,2759476,2759969,2759502,2759925,2759239,2759270,2759796,2759118,2759767,2759857,2759479,2758991,2758929,2758963,2759893,2759771,2759293,2759446,2759096,2760041,2760112,2759118,2760094,2759099,2759299,2759309
86,2759055,2759818,2760065,2759099,2759262,2759954,2760141,2760084,2760063,2759562,2760027,2759986,2759693,2759233,2759430,2759288,2759236,2759851,2759822,2759923,2760091,2759678,2759145,2759859,2760089,2760134,2759699,2760012,2759580,2759115
87,2759977,2759161,2759275,2759281,2759639,2759171,2760026,2759039,2759881,2759378,2759384,2758977,2759971,2759073,2759647,2759857,2759076,2759772,2759979,2759669,2759433,2759885,2759561,2759877,2760051,2759461,2759930,2759556,2759076,2759317
88,2759992,2759270,2759422,2759961,2759536,2759139,2759320,2759017,2759196,2760077,2759506,2759905,2759725,2759259,2759045,2759462,2759305,2759771,2760003,2759095,2759200,2759515,2759104,2759703,2759391,2759074,2759865,2759727,2758953,2759852
89,2759766,2759606,2759359,2759314,2759856,2759215,2759987,2759500,2759350,2759114,2759923,2759829,2758935,2759908,2759509,2759293,2759623,2760071,2758928,2759293,2760032,2759013,2760133,2759662,2759738,2759678,2759048,2759893,2759034,2759716
90,2759986,2759179,2759125,2759228,2759734,2759252,2759643,2759055,2759820,2759590,2759189,2759359,2759049,2759567,2759014,2759064,2758936,2759529,2759217,2759939,2760025,2758960,2760134,2759637,2759142,2759768,2759203,2759767,2759650,2759322
91,2758994,2759320,2759903,2758990,2759103,2759890,2759135,2760071,2759800,2758973,2759370,2759180,2759189,2759106,2758965,2759906,2759122,2759218,2759823,2759265,2759171,2759255,2759547,2758965,2758944,2760019,2759191,2759529,2759601,2759689
92,2758965,2759545,2760093,2759453,2759667,2759848,2760047,2759235,2759142,2758942,2760112,2760094,2759239,2759058,2760114,2759093,2759678,2760066,2759581,2759787,2759741,2759562,2759599,2759900,2759671,2759624,2759116,2759724,2759216,2759353
93,2759797,2759360,2759301,2759391,2759469,2758983,2759941,2760098,2759599,2760038,2759651,2759349,2758945,2759362,2759061,2759993,2759988,2759650,2759209,2759785,2759101,2759480,2759796,2760090,2759643,2759462,2759973,2759291,2759939,2759203
94,2759536,2759216,2759930,2760029,2759652,2759193,2759239,2759586,2759755,2759745,2759568,2759251,2759855,2759312,2759483,2759138,2759296,2759839,2759105,2759500,2759998,2760065,2759509,2759433,2759029,2759480,2759261,2759741,2759319,2759230
95,2759763,2758971,2759927,2759348,2759669,2759387,2759314,2759015,2759433,2758923,2759105,2759603,2758973,2759078,2758999,2759865,2759973,2760003,2759435,2759774,2759781,2758924,2759081,2759067,2759887,2760004,2759228,2759923,2759394,2759281
96,2760016,2758970,2759047,2759161,2760047,2760063,2759106,2759166,2759679,2759714,2759628,2759029,2760133,2759723,2759109,2759881,2759388,2759355,2759874,2760055,2759311,2759453,2759551,2759870,2759000,2759983,2758976,2760056,2759206,2760119
97,2759288,2760091,2759683,2758916,2758971,2760128,2759710,2759909,2759873,2759861,2758920,2759890,2759179,2759454,2760123,2758940,2759717,2759627,2759965,2759723,2760141,2759856,2759653,2760013,2759161,2759515,2759394,2759227,2759813,2759877
98,2759207,2759668,2759795,2759754,2759807,2759762,2759852,2759441,2759228,2759197,2759182,2759711,2759637,2759601,2759567,2759426,2759243,2759186,2759555,2759901,2759354,2759983,2759888,2758947,2759838,2759849,2759282,2759345,2759451,2759981
99,2759926,2759273,2759582,2759050,2759930,2759259,2760044,2759862,2759555,2760044,2759971,2759441,2758936,2759904,2760052,2760128,2759054,2759118,2758976,2759312,2760044,2759022,2759533,2759882,2759894,2759389,2759423,2759370,2759888,2759514
100,2759394,2759099,2759864,2759092,2759750,2759756,2759062,2759752,2759568,2759721,2760001,2759248,2759814,2759348,2759421,2759723,2759707,2759914,2759767,2758983,2758965,2760022,2759819,2759799,2759250,2760025,2759939,2759627,2759200,2759441
101,2759218,2759706,2759048,2759694,2759086,2760040,2759603,2759569,2759426,2759501,2759668,2759514,2759887,2759425,2760069,2759534,2759423,2759804,2759172,2759667,2758946,2758955,2759897,2759235,2759388,2759163,2759586,2760073,2758985,2760018
102,2759572,2759028,2759526,2759855,2759355,2760001,2758924,2759653,2759897,2760071,2759705,2759744,2759917,2759852,2759897,2759473,2759432,2759744,2759802,2759284,2759193,2759511,2759476,2759748,2759095,2758974,2759886,2759022,2759779,2759238
103,2759337,2759641,2759484,2759966,2759507,2759775,2760094,2759777,2760121,2760101,2758978,2760088,2759034,2760003,2759443,2759548,2758974,2759808,2759250,2759652,2760090,2760027,2758999,2759894,2758957,2759024,2759852,2758937,2760000,2759734
104,2759922,2759592,2759609,2759408,2759011,2759577,2759891,2759011,2759168,2760129,2760143,2760091,2759273,2759319,2759492,2759345,2758946,2759082,2758915,2760128,2759191,2760060,2759396,2759868,2759576,2759688,2759045,2759522,2758936,2760069
105,2759230,2759930,2759829,2759441,2759423,2759429,2759507,2759478,2759887,2759555,2759416,2759827,2760029,2759517,2759425,2759182,2759295,2759978,2759024,2759456,2759312,2759138,2760078,2759969,2759977,2759047,2759456,2759771,2759423,2759738
106,2759303,2759871,2759763,2760119,2759816,2759753,2759494,2759584,2759566,2759778,2759455,2759270,2758957,2759490,2759227,2759322,2759656,2759036,2759123,2759691,2759217,2759289,2759203,2759349,2759038,2760101,2760078,2758951,2759862,2759446
107,2759580,2759980,2759670,2759039,2759123,2759221,2759727,2759637,2759933,2759781,2759146,2760021,2759852,2759926,2759186,2759020,2759337,2759775,2759380,2759045,2759819,2759021,2759956,2759901,2758929,2759596,2758915,2759278,2758973,2759036
108,2758989,2759761,2759086,2759058,2759233,2759522,2759897,2759724,2759623,2760087,2760133,2759281,2759570,2759117,2759009,2759474,2760050,2759230,2759228,2759102,2759107,2759587,2759556,2759270,2759169,2758947,2760113,2759837,2759270,2759360
109,2760052,2759016,2759536,2759556,2759274,2758920,2759877,2759493,2759112,2759766,2759592,2759721,2759599,2759193,2759372,2759388,2759978,2760021,2759091,2759510,2758920,2759917,2760076,2759838,2760070,2759632,2759617,2759124,2759149,2759890
110,2759820,2759618,2759195,2759529,2759152,2760087,2759396,2759182,2759013,2759622,2759048,2760081,2759858,2760050,2760004,2759974,2759404,2759944,2759108,2759054,2759372,2759060,2759623,2759602,2759683,2759288,2759199,2759716,2759622,2759865
111,2759479,2759730,2759568,2759997,2759360,2759328,2759707,2759511,2759260,2759833,2760050,2759756,2759148,2759328,2759632,2759275,2759738,2759838,2759935,2759622,2759430,2759107,2759216,2760085,2759536,2760002,2759160,2759152,2759194,2758931
112,2759012,2760112,2759824,2759502,2759455,2759726,2759968,2759209,2759630,2760045,2759373,2759792,2759872,2759572,2759466,2760112,2759164,2759951,2759068,2758974,2760076,2759568,2759323,2759858,2759514,2760040,2759158,2759618,2760121,2759546
